index,about_name,about_readlink,image_url,image_width,image_height,provider_type,provider_name,category,name,date_published,description,url
469,NULL,NULL,https://www.bing.com/th?id=ON.A1DE3B8E06A1682710A704F361DEB8B9&pid=News,700,466,Organization,TechRepublic,ScienceAndTechnology,Top 10 developments of 2016 in autonomous vehicles,2016-12-12T17:37:00,"With major driverless vehicle announcements from automakers like Ford and Tesla, US government guidelines on autonomous vehicle development, and companies like Uber introducing self-driving fleets to the public, 2016 has been a huge year in the driverless ...",http://www.techrepublic.com/article/top-10-developments-of-2016-in-autonomous-vehicles/
470,NBC News,https://api.cognitive.microsoft.com/api/v5/entities/90fd2ef2-8123-de59-2b1f-ccd033454a4a,https://www.bing.com/th?id=ON.C43DD643A05B5273B54FD6D392E5308A&pid=News,600,400,Organization,NBC News,ScienceAndTechnology,Red Means Stop! Banking App Helps Customers Rein in Spending,2016-12-12T22:20:00,"A new banking app that uses red, yellow and green messages to warn account holders when they are paying out more or less than usual has helped users rein in their spending by as much as 8 percent. Toronto-Dominion Bank did not set out to change consumer ...",http://www.nbcnews.com/tech/tech-news/red-means-stop-banking-app-helps-customers-rein-spending-n694791
471,NULL,NULL,https://www.bing.com/th?id=ON.1A6E00C2784932885BA17506EA475A4A&pid=News,700,367,Organization,Engadget,ScienceAndTechnology,NVIDIA is testing its driverless car tech in California,2016-12-12T17:06:00,"You might see a car with a familiar logo driving around if you're in California. The state's DMV has added NVIDIA to the list of companies that can test their self-driving technologies on its roads, and according to The Verge, it wasted no time to get the ...",https://www.engadget.com/2016/12/10/nvidia-driverless-car-california/
472,Area 51,https://api.cognitive.microsoft.com/api/v5/entities/e0030f99-e31c-d303-be6e-717ff49a37c3,https://www.bing.com/th?id=ON.4BD95D941F75CAEA9A3EADECD58216F1&pid=News,700,393,Organization,FOX News,ScienceAndTechnology,Family fights government in land dispute near Area 51,2016-12-12T23:03:00,"Joe Sheahan is in the fight of his life to save his family\u2019s Nevada mine from being swallowed up by the federal government's mysterious Area 51. Technically, Sheahan\u2019s family no longer even holds title to Groom Mine, which it owned for 130 years.",http://www.foxnews.com/science/2016/12/12/family-fights-government-in-land-dispute-near-area-51.html
473,Pokémon,https://api.cognitive.microsoft.com/api/v5/entities/d2595ede-f137-4eff-ae55-828caf2b16c6,https://www.bing.com/th?id=ON.03CF85D00F68AEE1CD0410DB1CA9EF62&pid=News,700,534,Organization,International Business Times,Technology,'Pokémon Go' Update Adds Limited Edition Pikachu Wearing A Santa Hat,2016-12-12T21:15:00,"Niantic , the creator of the popular smartphone game, Pokémon GO, confirmed earlier this month that new Pokémon characters will be unveiled Monday. The special edition brings Togepi, Pichu and select Pokémon from Pokémon Gold/Silver, according to ...",http://www.ibtimes.com/pokemon-go-update-adds-limited-edition-pikachu-wearing-santa-hat-2459083
474,NULL,NULL,https://www.bing.com/th?id=ON.69080C7F87D15A7F945BCCBFB6BC8187&pid=News,700,466,Organization,TechRepublic,Technology,Cartoon Network: Fostering the next generation of creators and coders,2016-12-12T16:12:00,Cartoon Network President Christina Miller joins girls from Black Girls Code for a Made with Code event sponsored by Cartoon Network and Google. The Powerpuff Girls and We Bare Bears are about far more than just entertainment. The popular animated programs ...,http://www.techrepublic.com/article/cartoon-network-fostering-the-next-generation-of-creators-and-coders/
475,Macworld,https://api.cognitive.microsoft.com/api/v5/entities/709da5d5-eeca-ebaa-e156-31db19d05fee,https://www.bing.com/th?id=ON.084AE929BFE057B69D349F966777839C&pid=News,580,388,Organization,Macworld Mac Central,Technology,The Week in iPhone and iPad Cases: LuMee's Duo selfie case is now available for the iPhone 7,2016-12-12T18:17:00,"This week\u2019s roundup of new iPhone and iPad cases brings us iPhone 7 models of two of our favorite cases\u2014LuMee\u2019s fabulous Duo case for photography, and Mophie\u2019s slim Juice Pack Air battery case. Plus, a nice assortment of other cases for your iPhone ...",http://www.macworld.com/article/3148653/phone-accessories/the-week-in-iphone-and-ipad-cases-lumees-duo-selfie-case-is-now-available-for-the-iphone-7.html
476,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.01EEFF547CD8CAFE6B37185929BEEF77&pid=News,700,393,Organization,Search Engine Land,ScienceAndTechnology,Google Search Console expands reports for property sets,2016-12-12T14:05:00,Google announced that the Google Search Console now has more reporting options for your property sets. Property sets is Google\u2019s way of allowing you to combine different profiles in Google Search Console into one report. When it first launched several ...,http://searchengineland.com/google-search-console-expands-reports-property-sets-265279
477,Christmas,https://api.cognitive.microsoft.com/api/v5/entities/a8f670e6-8bdb-6010-20e2-c2fff9a3affa,https://www.bing.com/th?id=ON.B9BD2ED363780FFAC64D681D43A8D065&pid=News,640,334,Organization,Naked Security,ScienceAndTechnology,Give the gift of a social engineering demo this Christmas,2016-12-12T12:35:00,"Wondering what gifts to give your coworkers this Christmas? Here\u2019s an idea: scare the bejesus out of them! With any luck, your bosses will be grateful* if you launch a social engineering attack on them, or on employees in the call center, or on anybody ...",https://nakedsecurity.sophos.com/2016/12/12/give-the-gift-of-a-social-engineering-demo-this-christmas/
478,SoftBank,https://api.cognitive.microsoft.com/api/v5/entities/8aa6536c-951d-723c-be58-0f6e85e227e3,https://www.bing.com/th?id=ON.0DC225846CF7F38127A3A19CD7B59D33&pid=News,700,393,Organization,Market Watch,ScienceAndTechnology,Apple said to be interested in Softbank\u2019s $100 billion tech fund,2016-12-12T22:54:00,"Apple Inc. has held talks about investing in a $100 billion fund being raised by Japanese internet and telecommunications giant SoftBank Group Corp., a move that would put Silicon Valley cash \u2014 and cachet \u2014 into what would be the world\u2019s largest ...",http://www.marketwatch.com/story/apple-said-to-be-interested-in-softbanks-100-billion-tech-fund-2016-12-12
479,Guru,https://api.cognitive.microsoft.com/api/v5/entities/6be5e6c8-b0d8-3a72-a5da-e6cbb689e7f9,https://www.bing.com/th?id=ON.71E42A17A601A77A89A6A11621ABDF49&pid=News,700,393,Organization,San Francisco Gate,Technology,This Lifestyle Guru Explains Why It's Important to Put Yourself First,2016-12-12T22:24:00,"In this video, Entrepreneur Network partner Bryan Elliott meets with entrepreneur, best-selling author and wife of Dr. Phil, Robin McGraw, to discuss making the most out of life. McGraw explains how important it is to utilize the skills that you have, to ...",http://www.sfgate.com/news/article/This-Lifestyle-Guru-Explains-Why-It-s-Important-10791552.php
480,NULL,NULL,https://www.bing.com/th?id=ON.E1F74BA7165DB8C6B2B97EDF726142F0&pid=News,380,240,Organization,CBS News,Technology,"Uber's new tracking policy: An Improvement or just ""invasive?""",2016-12-12T16:20:00,An Uber driver needs your location in order to pick you up. But the latest change in Uber\u2019s policy asks to track riders for five minutes after they\u2019ve already been dropped off. That has some people questioning that these apps that have the ability to ...,http://www.cbsnews.com/news/uber-location-track-riders-five-minutes-after-ride-privacy-concerns/
481,NULL,NULL,https://www.bing.com/th?id=ON.6BBAD989BB09AED26D05DD1C3F67982E&pid=News,700,366,Organization,Naked Security,ScienceAndTechnology,DDoS tool encourages users to compete against each other for points,2016-12-12T17:59:00,"A Turkish crime group has set up a league that awards points to other groups willing to use its tool to carry out DDoS attacks on websites it doesn\u2019t like. Superficially, it\u2019s an innovative idea the company that discovered it, Forcepoint (formerly ...",https://nakedsecurity.sophos.com/2016/12/12/ddos-tool-encourages-users-to-compete-against-each-other-for-points/
482,Hello Kitty,https://api.cognitive.microsoft.com/api/v5/entities/4f825d68-36f3-1bc6-1ade-4dd8cb7b638a,https://www.bing.com/th?id=ON.AD189193E1A0D643666D66037B0EE0B0&pid=News,700,350,Organization,Popular Mechanics,ScienceAndTechnology,What Hackers Want With Hello Kitty Accounts,2016-12-12T15:45:00,"Major hacks that target credit card numbers, passwords, or other personal info of adults are so commonplace now that people know the routine. Change your password. Get a new credit card. But when hackers go after the accounts of kids, it gives one pause.",http://www.popularmechanics.com/technology/security/a24256/what-hackers-want-with-hello-kitty-accounts/
483,Donald Trump,https://api.cognitive.microsoft.com/api/v5/entities/1a466af2-ed23-25bd-794d-1ca925e4681b,https://www.bing.com/th?id=ON.42D18AB762970A447BFCCC616DB9FE5E&pid=News,700,393,Organization,CNN Money,Technology,Will Twitter be at Trump's tech summit?,2016-12-12T22:03:00,"Donald Trump is expected to meet with many of the biggest names in tech this week, including top execs from Amazon (AMZN, Tech30), Facebook (FB, Tech30), Google (GOOGL, Tech30) and Apple (AAPL, Tech30). But notably absent from the list is the service Trump ...",http://money.cnn.com/2016/12/12/technology/trump-twitter-meeting/index.html
484,Silicon Valley,https://api.cognitive.microsoft.com/api/v5/entities/a71a2b45-2e78-de38-9fde-548c008c91b0,https://www.bing.com/th?id=ON.9260B223D10E8C3B560E0F59F888A06E&pid=News,700,393,Organization,The Business Journal,ScienceAndTechnology,Google\u2019s self-driving car project prepares to separate from X,2016-12-12T22:45:00,"Google\u2019s autonomous vehicle project is hiring key executives as it prepares to separate from X, Alphabet\u2019s moonshot lab. The Mountain View-based company recently hired Kevin Vosen as the self-driving car project\u2019s chief legal officer, according to ...",http://www.bizjournals.com/sanjose/news/2016/12/12/google-s-self-driving-car-project-prepares-to.html
485,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.97B9F7D996E47511EBA08F13039C91FD&pid=News,700,466,Organization,New York Times,Technology,Daily Report: Google\u2019s Largess Reaches Into the Heartland Unevenly,2016-12-12T18:43:00,"Last month\u2019s presidential election exposed the gulf between the technology industry and much of the rest of the country. It put the spotlight on how Silicon Valley tech companies have lived in a bubble in recent years, with job and wealth creation from ...",http://www.nytimes.com/2016/12/12/technology/daily-report-googles-largess-reaches-into-the-heartland-unevenly.html
486,Wine,https://api.cognitive.microsoft.com/api/v5/entities/af7bb0c1-d4a6-fc14-50ef-1e99f6b1c36f,https://www.bing.com/th?id=ON.5F7C54A3A545705D2DF440E09FB4D88C&pid=News,550,404,Organization,Time,Technology,This Woman Who Got Her Fridge to Dispense Wine Is Dominating Life,2016-12-12T23:28:00,"Today, we hail a modern hero of a woman, whose ingenuity and resourcefulness should be canonized among us mortals. Clare, a woman from Manchester, England, has basically figured the secret of what the youths call \u201cadulting\u201d with one brilliant life hack ...",http://time.com/4598385/wine-water-dispenser/
487,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.B65A222D404776130B6D3495D0720A5E&pid=News,700,393,Organization,Market Watch,Technology,Google signs deal to improve internet service in Cuba,2016-12-12T21:49:00,"Alphabet Inc.\u2019s Google completed a deal with Cuba to place computer servers on the island to speed Google services there, a pact that officials hurried to complete before President Barack Obama leaves office next month. Alphabet GOOG, +0.00% GOOGL, -0.19 ...",http://www.marketwatch.com/story/google-signs-deal-to-improve-internet-service-in-cuba-2016-12-12
488,Xbox One,https://api.cognitive.microsoft.com/api/v5/entities/446bb4df-4999-4243-84c0-74e0f6c60e75,https://www.bing.com/th?id=ON.0235253EEA8EC3FD9F596B686E3EA51F&pid=News,639,359,Organization,blogs.microsoft.com,ScienceAndTechnology,Have a 4K holiday with $50 off all Xbox One S bundles through Dec. 24 in the US,2016-12-12T20:22:00,"Here\u2019s a pre-holiday treat: All Xbox One and Xbox One S consoles will be $50 off at participating retailers in the U.S. now through Dec. 24. And with 4K televisions on many shoppers\u2019 wish lists, the Xbox One S is a great choice because it\u2019s the only ...",https://blogs.microsoft.com/firehose/2016/12/12/have-a-4k-holiday-with-50-off-all-xbox-one-s-bundles-through-dec-24-in-the-us/
489,Rheinmetall,https://api.cognitive.microsoft.com/api/v5/entities/63745734-d78e-c8ed-b79a-e86ab32b98d4,https://www.bing.com/th?id=ON.DCD0C97D5E79A546F69A4235F35AE043&pid=News,600,400,Organization,United Press International,ScienceAndTechnology,Rheinmetall to upgrade German Fox armored vehicles,2016-12-12T18:26:00,"DUSSELDORF, Germany, Dec. 12 (UPI) --The German legislature awarded Rheinmetall a $143 million contract to upgrade 90 Fox armored transport vehicles for the country's armed forces. The contract is a follow-up to previous orders that modernized 177 of the ...",http://www.upi.com/Business_News/Security-Industry/2016/12/12/Rheinmetall-to-upgrade-German-Fox-armored-vehicles/3481481562425/
490,Propaganda techniques,https://api.cognitive.microsoft.com/api/v5/entities/227741c2-e8fe-0929-80a2-cdb6d0128b96,https://www.bing.com/th?id=ON.35D085C8FDE62DB33E4B95909615A42C&pid=News,700,466,Organization,Philadelphia Daily News,Technology,Fake news means big advertising bucks and big blowback,2016-12-12T23:21:00,"Erin Arvedlund writes a weekly column for the Inquirer on investing and personal finance. Her first book was Too Good to Be True: The Rise and Fall of Bernie Madoff (Penguin). Advertisers aren't so sure, which is why they're clamping down on how their ads ...",http://www.philly.com/philly/business/Fake-News-Big-Bucks.html
